session_id,session_date,device_type,user_id,month
233,2024-01-01,Mobile,46047,1
234,2024-01-11,Tablet,19928,1
235,2024-01-27,Desktop,14177,1
236,2024-01-09,Mobile,33445,1
237,2024-01-06,Mobile,22658,1
238,2024-01-25,Mobile,31249,1
239,2024-01-06,Mobile,27701,1
240,2024-01-16,Mobile,46798,1
241,2024-01-05,Mobile,46752,1
242,2024-01-31,Desktop,32658,1
243,2024-01-15,Mobile,4503,1
244,2024-01-13,Mobile,10437,1
245,2024-01-29,Tablet,16276,1
246,2024-01-02,Mobile,29792,1
247,2024-01-27,Mobile,22733,1
248,2024-01-05,Mobile,26532,1
249,2024-01-24,Desktop,6135,1
250,2024-01-21,Desktop,16098,1
251,2024-01-21,Desktop,652,1
252,2024-01-17,Desktop,38221,1
253,2024-01-08,Desktop,38345,1
254,2024-01-27,Desktop,40935,1
255,2024-01-15,Mobile,13633,1
256,2024-01-31,Mobile,25350,1
257,2024-01-05,Mobile,14682,1
258,2024-01-18,Mobile,25185,1
259,2024-01-15,Mobile,1772,1
260,2024-01-24,Desktop,8890,1
261,2024-01-27,Mobile,9987,1
262,2024-01-31,Mobile,9317,1
263,2024-01-03,Desktop,7187,1
264,2024-01-13,Mobile,26431,1
265,2024-01-27,Mobile,25054,1
266,2024-01-11,Mobile,29788,1
267,2024-01-05,Mobile,32530,1
268,2024-01-28,Mobile,35226,1
269,2024-01-30,Desktop,898,1
270,2024-01-20,Desktop,5720,1
271,2024-01-12,Mobile,11094,1
272,2024-01-12,Desktop,5522,1
273,2024-01-10,Tablet,28438,1
274,2024-01-27,Mobile,38145,1
275,2024-01-19,Mobile,31710,1
276,2024-01-24,Mobile,14846,1
277,2024-01-23,Desktop,42631,1
278,2024-01-19,Mobile,8878,1
279,2024-01-21,Mobile,32917,1
280,2024-01-25,Mobile,1930,1
281,2024-01-07,Mobile,34891,1
282,2024-01-13,Desktop,17160,1
283,2024-01-06,Desktop,27756,1
284,2024-01-27,Desktop,26984,1
285,2024-01-31,Tablet,40549,1
286,2024-01-01,Desktop,44785,1
287,2024-01-28,Mobile,23869,1
288,2024-01-29,Mobile,39970,1
289,2024-01-04,Desktop,9508,1
290,2024-01-09,Mobile,38035,1
291,2024-01-29,Mobile,20383,1
292,2024-01-31,Desktop,30360,1
293,2024-01-08,Mobile,7073,1
294,2024-01-01,Desktop,8591,1
295,2024-01-27,Mobile,34159,1
296,2024-01-14,Desktop,4139,1
297,2024-01-14,Mobile,562,1
298,2024-01-28,Mobile,16758,1
299,2024-01-12,Mobile,24937,1
300,2024-01-05,Mobile,17775,1
301,2024-01-14,Mobile,25072,1
302,2024-01-13,Mobile,9322,1
303,2024-01-11,Tablet,8416,1
304,2024-01-12,Mobile,3158,1
305,2024-01-01,Desktop,36024,1
306,2024-01-25,Mobile,38766,1
307,2024-01-28,Mobile,36060,1
308,2024-01-22,Mobile,41020,1
309,2024-01-02,Mobile,23363,1
310,2024-01-18,Tablet,25646,1
311,2024-01-30,Mobile,11706,1
312,2024-01-09,Tablet,6437,1
313,2024-01-17,Mobile,44881,1
314,2024-01-25,Mobile,41820,1
315,2024-01-30,Mobile,2607,1
316,2024-01-25,Tablet,18569,1
317,2024-01-26,Mobile,87,1
318,2024-01-09,Desktop,29418,1
319,2024-01-30,Mobile,14570,1
320,2024-01-09,Mobile,41224,1
321,2024-01-07,Desktop,5395,1
322,2024-01-02,Mobile,46084,1
323,2024-01-02,Mobile,32178,1
324,2024-01-11,Mobile,31554,1
325,2024-01-28,Mobile,8254,1
326,2024-01-29,Mobile,27418,1
327,2024-01-06,Desktop,11410,1
328,2024-01-17,Mobile,33800,1
329,2024-01-13,Mobile,15529,1
330,2024-01-27,Mobile,47033,1
331,2024-01-04,Mobile,21150,1
332,2024-01-07,Tablet,11011,1
333,2024-01-11,Mobile,42221,1
334,2024-01-12,Mobile,43389,1
335,2024-01-01,Mobile,17438,1
336,2024-01-01,Desktop,41716,1
337,2024-01-31,Mobile,20528,1
338,2024-01-18,Mobile,13275,1
339,2024-01-10,Mobile,29119,1
340,2024-01-17,Mobile,16549,1
341,2024-01-29,Mobile,1025,1
342,2024-01-01,Mobile,34006,1
343,2024-01-27,Desktop,18325,1
344,2024-01-30,Mobile,18880,1
345,2024-01-14,Mobile,17149,1
346,2024-01-16,Mobile,7533,1
347,2024-01-19,Desktop,11405,1
348,2024-01-04,Mobile,17206,1
349,2024-01-13,Mobile,18029,1
350,2024-01-22,Desktop,28737,1
351,2024-01-29,Mobile,20402,1
352,2024-01-24,Mobile,6565,1
353,2024-01-15,Desktop,48061,1
354,2024-01-06,Mobile,2767,1
355,2024-01-29,Mobile,13968,1
356,2024-01-06,Desktop,25194,1
357,2024-01-15,Mobile,41341,1
358,2024-01-23,Desktop,46813,1
359,2024-01-16,Tablet,44934,1
360,2024-01-26,Mobile,17303,1
361,2024-01-19,Desktop,4187,1
362,2024-01-12,Mobile,36430,1
363,2024-01-31,Desktop,25456,1
364,2024-01-08,Desktop,14211,1
365,2024-01-21,Mobile,43441,1
366,2024-01-27,Mobile,42313,1
367,2024-01-27,Mobile,18765,1
368,2024-01-27,Mobile,21032,1
369,2024-01-20,Mobile,44588,1
370,2024-01-21,Desktop,32491,1
371,2024-01-21,Mobile,34340,1
372,2024-01-20,Desktop,34264,1
373,2024-01-02,Mobile,40614,1
374,2024-01-06,Mobile,28879,1
375,2024-01-29,Mobile,33020,1
376,2024-01-23,Mobile,25362,1
377,2024-01-01,Mobile,21824,1
378,2024-01-18,Mobile,15770,1
379,2024-01-07,Mobile,32538,1
380,2024-01-02,Desktop,12345,1
381,2024-01-07,Desktop,6955,1
382,2024-01-28,Mobile,9931,1
383,2024-01-25,Mobile,22722,1
384,2024-01-22,Mobile,6766,1
385,2024-01-07,Desktop,31920,1
386,2024-01-25,Mobile,18410,1
387,2024-01-18,Tablet,1583,1
388,2024-01-12,Mobile,24127,1
389,2024-01-09,Desktop,34648,1
390,2024-01-07,Tablet,18837,1
391,2024-01-26,Mobile,32002,1
392,2024-01-31,Mobile,40508,1
393,2024-01-09,Mobile,12444,1
394,2024-01-11,Mobile,47900,1
395,2024-01-11,Mobile,45589,1
396,2024-01-10,Mobile,1362,1
397,2024-01-12,Desktop,36044,1
398,2024-01-04,Desktop,31973,1
399,2024-01-06,Mobile,16611,1
400,2024-01-13,Desktop,36710,1
401,2024-01-29,Mobile,7744,1
402,2024-01-22,Mobile,13085,1
403,2024-01-11,Mobile,46998,1
404,2024-01-18,Mobile,39970,1
405,2024-01-19,Mobile,36085,1
406,2024-01-18,Mobile,10151,1
407,2024-01-05,Mobile,32913,1
408,2024-01-05,Mobile,8880,1
409,2024-01-07,Mobile,24321,1
410,2024-01-09,Mobile,42997,1
411,2024-01-01,Mobile,38598,1
412,2024-01-07,Mobile,33160,1
413,2024-01-25,Desktop,44641,1
414,2024-01-21,Mobile,19780,1
415,2024-01-21,Desktop,2325,1
416,2024-01-18,Mobile,4092,1
417,2024-01-24,Mobile,21950,1
418,2024-01-04,Mobile,4792,1
419,2024-01-31,Mobile,26235,1
420,2024-01-14,Mobile,13230,1
421,2024-01-04,Mobile,36310,1
422,2024-01-08,Mobile,25966,1
423,2024-01-17,Mobile,7935,1
424,2024-01-25,Desktop,45612,1
425,2024-01-20,Desktop,16307,1
426,2024-01-15,Mobile,44991,1
427,2024-01-09,Mobile,40710,1
428,2024-01-24,Desktop,47030,1
429,2024-01-07,Desktop,1988,1
430,2024-01-11,Mobile,46732,1
431,2024-01-04,Mobile,13635,1
432,2024-01-10,Mobile,4316,1
433,2024-01-01,Mobile,44242,1
434,2024-01-06,Mobile,6159,1
435,2024-01-09,Mobile,48727,1
436,2024-01-17,Mobile,36176,1
437,2024-01-18,Tablet,39740,1
438,2024-01-16,Mobile,36741,1
439,2024-01-14,Mobile,26179,1
440,2024-01-15,Mobile,36077,1
441,2024-01-07,Desktop,16571,1
442,2024-01-15,Mobile,29554,1
443,2024-01-17,Mobile,9655,1
444,2024-01-25,Mobile,44367,1
445,2024-01-24,Tablet,24074,1
446,2024-01-20,Desktop,29529,1
447,2024-01-06,Mobile,22926,1
448,2024-01-11,Mobile,5311,1
449,2024-01-15,Tablet,6421,1
450,2024-01-01,Desktop,34020,1
451,2024-01-03,Desktop,27841,1
452,2024-01-03,Desktop,30735,1
453,2024-01-31,Tablet,17278,1
454,2024-01-17,Desktop,21564,1
455,2024-01-22,Mobile,9621,1
456,2024-01-10,Mobile,35939,1
457,2024-01-01,Desktop,47362,1
458,2024-01-03,Desktop,34051,1
459,2024-01-24,Mobile,17158,1
460,2024-01-15,Tablet,32162,1
461,2024-01-30,Tablet,41007,1
462,2024-01-28,Mobile,17487,1
463,2024-01-27,Mobile,15022,1
464,2024-01-01,Mobile,18548,1
465,2024-01-07,Desktop,43980,1
466,2024-01-19,Mobile,18908,1
467,2024-01-16,Mobile,49199,1
468,2024-01-27,Mobile,12451,1
469,2024-01-18,Mobile,8292,1
470,2024-01-13,Mobile,15324,1
471,2024-01-11,Mobile,26889,1
472,2024-01-14,Mobile,6098,1
473,2024-01-14,Mobile,17362,1
474,2024-01-01,Desktop,3059,1
475,2024-01-01,Desktop,33416,1
476,2024-01-27,Mobile,22044,1
477,2024-01-27,Desktop,22874,1
478,2024-01-06,Mobile,30301,1
479,2024-01-09,Desktop,16245,1
480,2024-01-24,Mobile,15088,1
481,2024-01-25,Desktop,13170,1
482,2024-01-08,Desktop,29533,1
483,2024-01-26,Mobile,29492,1
484,2024-01-17,Desktop,20410,1
485,2024-01-02,Desktop,3142,1
486,2024-01-01,Desktop,42582,1
487,2024-01-01,Tablet,47766,1
488,2024-01-19,Desktop,29417,1
489,2024-01-28,Mobile,22147,1
490,2024-01-16,Mobile,17710,1
491,2024-01-07,Mobile,20105,1
492,2024-01-27,Tablet,28331,1
493,2024-01-17,Mobile,33569,1
494,2024-01-07,Desktop,18314,1
495,2024-01-15,Mobile,1423,1
496,2024-01-01,Mobile,5928,1
497,2024-01-14,Mobile,22553,1
498,2024-01-22,Mobile,807,1
499,2024-01-16,Mobile,22664,1
500,2024-01-08,Desktop,3276,1
501,2024-01-07,Mobile,10129,1
502,2024-01-29,Desktop,7890,1
503,2024-01-28,Mobile,11517,1
504,2024-01-03,Desktop,36370,1
505,2024-01-20,Mobile,41636,1
506,2024-01-02,Mobile,49983,1
507,2024-01-11,Mobile,23810,1
508,2024-01-20,Mobile,47769,1
509,2024-01-13,Desktop,1421,1
510,2024-01-28,Mobile,31657,1
511,2024-01-01,Mobile,13522,1
512,2024-01-01,Mobile,24639,1
513,2024-01-07,Mobile,2580,1
514,2024-01-08,Mobile,10204,1
515,2024-01-26,Mobile,40242,1
516,2024-01-22,Desktop,16770,1
517,2024-01-25,Mobile,25309,1
518,2024-01-20,Desktop,10871,1
519,2024-01-11,Mobile,44693,1
520,2024-01-30,Mobile,5496,1
521,2024-01-07,Desktop,2264,1
522,2024-01-28,Tablet,34352,1
523,2024-01-27,Mobile,16864,1
524,2024-01-29,Desktop,30511,1
525,2024-01-06,Mobile,49529,1
526,2024-01-08,Desktop,1045,1
527,2024-01-03,Mobile,37594,1
528,2024-01-17,Mobile,21156,1
529,2024-01-18,Mobile,122,1
530,2024-01-30,Mobile,46844,1
531,2024-01-11,Tablet,27584,1
532,2024-01-11,Mobile,26849,1
533,2024-01-31,Mobile,5150,1
534,2024-01-13,Mobile,21503,1
535,2024-01-28,Mobile,9977,1
536,2024-01-14,Mobile,31201,1
537,2024-01-24,Mobile,917,1
538,2024-01-23,Mobile,40205,1
539,2024-01-26,Mobile,43067,1
540,2024-01-04,Mobile,32905,1
541,2024-01-02,Mobile,20017,1
542,2024-01-27,Mobile,21347,1
543,2024-01-29,Mobile,2250,1
544,2024-01-15,Mobile,48713,1
545,2024-01-17,Desktop,42969,1
546,2024-01-27,Mobile,36671,1
547,2024-01-04,Desktop,45498,1
548,2024-01-11,Mobile,21961,1
549,2024-01-18,Desktop,37653,1
550,2024-01-22,Desktop,14098,1
551,2024-01-06,Mobile,10944,1
552,2024-01-23,Desktop,38354,1
553,2024-01-25,Mobile,33654,1
554,2024-01-01,Mobile,47673,1
555,2024-01-05,Mobile,42729,1
556,2024-01-20,Mobile,34229,1
557,2024-01-25,Desktop,47387,1
558,2024-01-28,Mobile,8330,1
559,2024-01-11,Mobile,18430,1
560,2024-01-29,Mobile,48090,1
561,2024-01-15,Desktop,35280,1
562,2024-01-19,Desktop,1594,1
563,2024-01-08,Mobile,42985,1
564,2024-01-10,Mobile,44040,1
565,2024-01-31,Mobile,43591,1
566,2024-01-04,Mobile,402,1
567,2024-01-03,Mobile,10240,1
568,2024-01-25,Mobile,29165,1
569,2024-01-17,Mobile,6682,1
570,2024-01-15,Desktop,4267,1
571,2024-01-05,Desktop,44412,1
572,2024-01-11,Mobile,11768,1
573,2024-01-22,Mobile,47247,1
574,2024-01-09,Mobile,30404,1
575,2024-01-16,Desktop,47431,1
576,2024-01-02,Mobile,36844,1
577,2024-01-24,Tablet,36913,1
578,2024-01-19,Desktop,46217,1
579,2024-01-17,Tablet,47861,1
580,2024-01-23,Mobile,39052,1
581,2024-01-11,Mobile,19141,1
582,2024-01-10,Mobile,19858,1
583,2024-01-12,Mobile,9159,1
584,2024-01-14,Mobile,6433,1
585,2024-01-15,Desktop,35859,1
586,2024-01-13,Desktop,11452,1
587,2024-01-17,Mobile,9235,1
588,2024-01-07,Mobile,35987,1
589,2024-01-26,Desktop,38792,1
590,2024-01-03,Mobile,21090,1
591,2024-01-28,Mobile,16273,1
592,2024-01-01,Desktop,37898,1
593,2024-01-03,Tablet,45249,1
594,2024-01-22,Desktop,21245,1
595,2024-01-10,Mobile,19562,1
596,2024-01-27,Mobile,23463,1
597,2024-01-23,Mobile,6188,1
598,2024-01-24,Mobile,41176,1
599,2024-01-25,Mobile,26763,1
600,2024-01-12,Tablet,39604,1
601,2024-01-16,Mobile,40831,1
602,2024-01-05,Mobile,37923,1
603,2024-01-29,Mobile,45503,1
604,2024-01-20,Tablet,14630,1
605,2024-01-26,Mobile,2212,1
606,2024-01-08,Mobile,34953,1
607,2024-01-08,Mobile,46394,1
608,2024-01-31,Desktop,8579,1
609,2024-01-13,Mobile,4047,1
610,2024-01-08,Mobile,36346,1
611,2024-01-28,Mobile,1401,1
612,2024-01-26,Mobile,29087,1
613,2024-01-09,Desktop,37684,1
614,2024-01-17,Mobile,13698,1
615,2024-01-28,Mobile,37096,1
616,2024-01-16,Mobile,22515,1
617,2024-01-09,Mobile,18716,1
618,2024-01-07,Mobile,33037,1
619,2024-01-15,Desktop,44528,1
620,2024-01-06,Mobile,1665,1
621,2024-01-28,Mobile,25445,1
622,2024-01-16,Desktop,42972,1
623,2024-01-29,Desktop,22706,1
624,2024-01-14,Mobile,8546,1
625,2024-01-17,Desktop,6538,1
626,2024-01-02,Desktop,11602,1
627,2024-01-22,Tablet,23656,1
628,2024-01-17,Mobile,24573,1
629,2024-01-30,Desktop,1100,1
630,2024-01-14,Mobile,38674,1
631,2024-01-01,Mobile,31395,1
632,2024-01-17,Mobile,10393,1
633,2024-01-25,Desktop,33013,1
634,2024-01-08,Mobile,13635,1
635,2024-01-31,Mobile,2646,1
636,2024-01-27,Desktop,6446,1
637,2024-01-31,Mobile,17842,1
638,2024-01-05,Mobile,39969,1
639,2024-01-30,Mobile,22703,1
640,2024-01-23,Mobile,33512,1
641,2024-01-06,Mobile,16771,1
642,2024-01-16,Desktop,20040,1
643,2024-01-21,Mobile,8490,1
644,2024-01-07,Tablet,1189,1
645,2024-01-24,Mobile,17559,1
646,2024-01-29,Desktop,26317,1
647,2024-01-11,Mobile,23170,1
648,2024-01-15,Mobile,42379,1
649,2024-01-22,Tablet,21260,1
650,2024-01-03,Mobile,37087,1
651,2024-01-30,Desktop,7232,1
652,2024-01-17,Desktop,38954,1
653,2024-01-15,Mobile,7358,1
654,2024-01-09,Mobile,37274,1
655,2024-01-17,Desktop,400,1
656,2024-01-14,Desktop,11155,1
657,2024-01-13,Mobile,2385,1
658,2024-01-26,Mobile,1092,1
659,2024-01-25,Mobile,35971,1
660,2024-01-08,Mobile,42699,1
661,2024-01-29,Mobile,46757,1
662,2024-01-30,Mobile,10928,1
663,2024-01-21,Mobile,46399,1
664,2024-01-05,Mobile,48855,1
665,2024-01-19,Mobile,7444,1
666,2024-01-04,Desktop,47665,1
667,2024-01-10,Mobile,28421,1
668,2024-01-22,Mobile,41404,1
669,2024-01-02,Tablet,41585,1
670,2024-01-17,Mobile,29254,1
671,2024-01-08,Desktop,21103,1
672,2024-01-25,Tablet,28049,1
673,2024-01-19,Desktop,39300,1
674,2024-01-25,Mobile,35567,1
675,2024-01-30,Desktop,26228,1
676,2024-01-06,Mobile,1789,1
677,2024-01-06,Mobile,448,1
678,2024-01-19,Mobile,25680,1
679,2024-01-07,Desktop,12064,1
680,2024-01-05,Mobile,4805,1
681,2024-01-17,Mobile,20040,1
682,2024-01-30,Mobile,15482,1
683,2024-01-28,Desktop,27821,1
684,2024-01-13,Mobile,12455,1
685,2024-01-15,Desktop,2782,1
686,2024-01-10,Desktop,25660,1
687,2024-01-25,Desktop,44436,1
688,2024-01-10,Desktop,49236,1
689,2024-01-01,Mobile,3221,1
690,2024-01-20,Mobile,4956,1
691,2024-01-10,Mobile,36109,1
692,2024-01-01,Mobile,13550,1
693,2024-01-02,Mobile,4419,1
694,2024-01-17,Mobile,32755,1
695,2024-01-13,Mobile,23744,1
696,2024-01-20,Mobile,2304,1
697,2024-01-20,Mobile,34638,1
698,2024-01-06,Mobile,16947,1
699,2024-01-01,Mobile,18266,1
700,2024-01-14,Mobile,43983,1
701,2024-01-05,Mobile,35690,1
702,2024-01-07,Tablet,32712,1
703,2024-01-27,Mobile,34572,1
704,2024-01-22,Desktop,41965,1
705,2024-01-30,Tablet,31831,1
706,2024-01-06,Desktop,584,1
707,2024-01-21,Mobile,21914,1
708,2024-01-02,Desktop,28329,1
709,2024-01-26,Mobile,32228,1
710,2024-01-25,Desktop,22912,1
711,2024-01-31,Mobile,22648,1
712,2024-01-29,Desktop,41064,1
713,2024-01-19,Mobile,725,1
714,2024-01-05,Mobile,18113,1
715,2024-01-25,Mobile,24441,1
716,2024-01-11,Mobile,40854,1
717,2024-01-02,Desktop,15696,1
718,2024-01-01,Mobile,49963,1
719,2024-01-21,Mobile,38876,1
720,2024-01-29,Desktop,46569,1
721,2024-01-14,Mobile,2190,1
722,2024-01-10,Mobile,3808,1
723,2024-01-22,Mobile,41437,1
724,2024-01-15,Mobile,34477,1
725,2024-01-17,Tablet,15787,1
726,2024-01-10,Mobile,26398,1
727,2024-01-01,Mobile,40216,1
728,2024-01-03,Mobile,31768,1
729,2024-01-07,Desktop,16404,1
730,2024-01-07,Mobile,20827,1
731,2024-01-06,Desktop,21984,1
732,2024-01-31,Mobile,35712,1
733,2024-01-09,Desktop,9219,1
734,2024-01-24,Desktop,29837,1
735,2024-01-23,Mobile,33597,1
