event_id,session_id,product_id,event_type,event_timestamp,price_at_event
71,41,,session_start,2024-01-27 09:04:00,
72,41,17,product_view,2024-01-27 09:05:44,64.2
73,42,,session_start,2024-01-12 23:29:00,
74,42,30,product_view,2024-01-12 23:30:02,22.2
75,43,,session_start,2024-01-15 17:48:00,
76,43,14,product_view,2024-01-15 17:49:34,98.46
77,44,,session_start,2024-01-19 17:16:00,
78,44,36,product_view,2024-01-19 17:17:21,17.58
79,45,,session_start,2024-01-10 14:44:00,
80,45,5,product_view,2024-01-10 14:44:53,93.75
81,45,5,add_to_cart,2024-01-10 14:47:44,93.75
82,45,5,checkout,2024-01-10 14:52:08,93.75
83,46,,session_start,2024-01-10 06:26:00,
84,47,,session_start,2024-01-12 08:21:00,
85,48,,session_start,2024-01-13 19:26:00,
86,49,,session_start,2024-01-16 16:58:00,
87,50,,session_start,2024-01-01 11:26:00,
88,50,26,product_view,2024-01-01 11:26:49,30.71
89,51,,session_start,2024-01-31 21:03:00,
90,51,15,product_view,2024-01-31 21:03:34,45.09
91,52,,session_start,2024-01-08 23:56:00,
92,53,,session_start,2024-01-08 18:08:00,
93,53,15,product_view,2024-01-08 18:08:30,47.15
94,54,,session_start,2024-01-09 08:52:00,
95,54,26,product_view,2024-01-09 08:53:52,29.22
96,55,,session_start,2024-01-12 22:27:00,
97,56,,session_start,2024-01-23 21:24:00,
98,56,34,product_view,2024-01-23 21:24:53,22.3
99,57,,session_start,2024-01-01 09:59:00,
100,58,,session_start,2024-01-13 17:19:00,
101,59,,session_start,2024-01-18 19:15:00,
102,59,31,product_view,2024-01-18 19:16:31,36.18
103,60,,session_start,2024-01-14 08:39:00,
104,60,25,product_view,2024-01-14 08:40:08,39.16
105,61,,session_start,2024-01-29 15:55:00,
106,61,9,product_view,2024-01-29 15:56:05,21.78
107,62,,session_start,2024-01-24 10:03:00,
108,62,23,product_view,2024-01-24 10:04:44,10.1
109,63,,session_start,2024-01-24 16:29:00,
110,63,25,product_view,2024-01-24 16:30:44,38.12
111,63,25,add_to_cart,2024-01-24 16:31:01,38.12
112,64,,session_start,2024-01-29 15:45:00,
113,64,10,product_view,2024-01-29 15:45:15,58.81
114,65,,session_start,2024-01-18 20:04:00,
115,66,,session_start,2024-01-30 08:38:00,
116,66,2,product_view,2024-01-30 08:38:32,75.86
117,66,2,add_to_cart,2024-01-30 08:39:19,75.86
118,66,2,checkout,2024-01-30 08:43:49,75.86
119,67,,session_start,2024-01-14 23:50:00,
120,68,,session_start,2024-01-11 16:17:00,
121,68,4,product_view,2024-01-11 16:18:15,48.44
122,69,,session_start,2024-01-30 15:50:00,
123,70,,session_start,2024-01-28 15:08:00,
124,71,,session_start,2024-01-05 07:34:00,
125,71,30,product_view,2024-01-05 07:35:46,19.92
126,72,,session_start,2024-01-14 19:10:00,
127,72,36,product_view,2024-01-14 19:10:20,15.31
128,72,36,add_to_cart,2024-01-14 19:11:14,15.31
129,72,36,checkout,2024-01-14 19:13:15,15.31
130,72,36,purchase,2024-01-14 19:15:57,15.31
131,73,,session_start,2024-01-30 07:14:00,
132,74,,session_start,2024-01-15 06:20:00,
133,74,8,product_view,2024-01-15 06:20:17,116.74
134,75,,session_start,2024-01-09 12:20:00,
135,75,27,product_view,2024-01-09 12:21:44,153.56
136,76,,session_start,2024-01-23 17:54:00,
137,77,,session_start,2024-01-13 09:16:00,
138,78,,session_start,2024-01-09 15:58:00,
139,79,,session_start,2024-01-11 06:22:00,
140,79,30,product_view,2024-01-11 06:22:41,22.7
141,80,,session_start,2024-01-27 20:43:00,
142,81,,session_start,2024-01-12 21:26:00,
143,81,12,product_view,2024-01-12 21:27:18,23.38
144,82,,session_start,2024-01-29 20:12:00,
145,82,5,product_view,2024-01-29 20:13:25,96.06
146,83,,session_start,2024-01-21 10:50:00,
147,83,3,product_view,2024-01-21 10:51:10,146.56
148,84,,session_start,2024-01-14 07:32:00,
149,84,15,product_view,2024-01-14 07:33:24,42.61
150,85,,session_start,2024-01-20 21:05:00,
151,86,,session_start,2024-01-12 09:42:00,
152,86,23,product_view,2024-01-12 09:43:39,9.22
153,87,,session_start,2024-01-25 17:29:00,
154,87,17,product_view,2024-01-25 17:29:56,61.06
155,88,,session_start,2024-01-20 09:36:00,
156,88,12,product_view,2024-01-20 09:37:10,21.64
157,88,12,add_to_cart,2024-01-20 09:39:10,21.64
158,88,12,checkout,2024-01-20 09:43:55,21.64
159,88,12,purchase,2024-01-20 09:45:48,21.64
160,89,,session_start,2024-01-21 18:25:00,
161,90,,session_start,2024-01-31 17:52:00,
162,91,,session_start,2024-01-27 11:40:00,
163,91,16,product_view,2024-01-27 11:40:55,35.32
164,92,,session_start,2024-01-24 11:30:00,
165,93,,session_start,2024-01-15 11:48:00,
166,93,33,product_view,2024-01-15 11:48:38,52.17
167,93,33,add_to_cart,2024-01-15 11:49:46,52.17
168,93,33,checkout,2024-01-15 11:54:22,52.17
169,94,,session_start,2024-01-01 20:13:00,
170,95,,session_start,2024-01-29 23:03:00,
171,95,5,product_view,2024-01-29 23:04:00,90.15
172,96,,session_start,2024-01-03 19:50:00,
173,96,35,product_view,2024-01-03 19:50:38,36.67
174,97,,session_start,2024-01-12 12:32:00,
175,97,32,product_view,2024-01-12 12:32:49,26.46
176,98,,session_start,2024-01-22 09:25:00,
177,99,,session_start,2024-01-30 11:52:00,
178,99,26,product_view,2024-01-30 11:53:57,29.02
179,100,,session_start,2024-01-31 11:36:00,
180,101,,session_start,2024-01-06 10:54:00,
181,102,,session_start,2024-01-24 15:56:00,
182,103,,session_start,2024-01-24 07:28:00,
183,104,,session_start,2024-01-23 06:38:00,
184,105,,session_start,2024-01-02 18:04:00,
185,106,,session_start,2024-01-26 08:10:00,
186,107,,session_start,2024-01-08 06:29:00,
187,107,8,product_view,2024-01-08 06:30:44,109.11
188,108,,session_start,2024-01-02 16:39:00,
189,108,19,product_view,2024-01-02 16:39:36,18.49
190,109,,session_start,2024-01-25 15:43:00,
191,109,25,product_view,2024-01-25 15:43:37,40.9
192,110,,session_start,2024-01-15 07:33:00,
193,111,,session_start,2024-01-05 16:42:00,
194,112,,session_start,2024-01-25 06:28:00,
195,113,,session_start,2024-01-05 19:36:00,
196,113,2,product_view,2024-01-05 19:36:19,85.12
197,114,,session_start,2024-01-01 13:31:00,
198,115,,session_start,2024-01-20 20:42:00,
199,116,,session_start,2024-01-23 14:07:00,
200,117,,session_start,2024-01-16 15:45:00,
201,118,,session_start,2024-01-19 22:41:00,
202,118,2,product_view,2024-01-19 22:42:40,79.26
203,119,,session_start,2024-01-17 14:41:00,
204,119,25,product_view,2024-01-17 14:41:29,38.7
205,120,,session_start,2024-01-17 17:18:00,
206,121,,session_start,2024-01-09 15:02:00,
207,121,28,product_view,2024-01-09 15:03:40,73.76
208,122,,session_start,2024-01-25 19:07:00,
209,122,32,product_view,2024-01-25 19:07:51,29.12
210,123,,session_start,2024-01-28 08:34:00,
211,123,17,product_view,2024-01-28 08:34:14,58.92
212,124,,session_start,2024-01-02 19:44:00,
213,125,,session_start,2024-01-15 17:04:00,
214,125,15,product_view,2024-01-15 17:04:16,42.43
215,126,,session_start,2024-01-17 14:08:00,
216,126,34,product_view,2024-01-17 14:09:48,22.3
217,127,,session_start,2024-01-28 13:54:00,
218,128,,session_start,2024-01-19 19:19:00,
219,128,20,product_view,2024-01-19 19:20:07,15.85
220,129,,session_start,2024-01-10 14:24:00,
221,130,,session_start,2024-01-10 19:56:00,
222,130,34,product_view,2024-01-10 19:56:48,20.83
223,131,,session_start,2024-01-09 08:52:00,
224,131,4,product_view,2024-01-09 08:52:13,46.37
225,132,,session_start,2024-01-30 09:10:00,
226,133,,session_start,2024-01-30 11:15:00,
227,133,15,product_view,2024-01-30 11:16:12,48.91
228,134,,session_start,2024-01-06 21:53:00,
229,135,,session_start,2024-01-13 11:12:00,
230,135,1,product_view,2024-01-13 11:13:00,200.2
231,136,,session_start,2024-01-16 12:35:00,
232,136,7,product_view,2024-01-16 12:35:22,89.53
233,137,,session_start,2024-01-25 21:45:00,
234,137,14,product_view,2024-01-25 21:46:46,105.36
235,138,,session_start,2024-01-21 17:35:00,
236,138,29,product_view,2024-01-21 17:35:10,34.18
237,139,,session_start,2024-01-25 23:34:00,
238,140,,session_start,2024-01-09 09:01:00,
239,140,28,product_view,2024-01-09 09:01:45,69.19
240,141,,session_start,2024-01-28 22:57:00,
241,141,32,product_view,2024-01-28 22:57:39,30.07
242,142,,session_start,2024-01-06 06:00:00,
243,143,,session_start,2024-01-30 20:43:00,
244,144,,session_start,2024-01-18 20:10:00,
245,144,18,product_view,2024-01-18 20:10:46,21.05
246,145,,session_start,2024-01-19 10:07:00,
247,145,6,product_view,2024-01-19 10:08:38,73.88
248,146,,session_start,2024-01-13 10:20:00,
249,146,7,product_view,2024-01-13 10:20:12,95.26
250,147,,session_start,2024-01-18 19:24:00,
251,148,,session_start,2024-01-27 15:23:00,
252,148,4,product_view,2024-01-27 15:24:11,48.37
253,149,,session_start,2024-01-24 11:28:00,
254,150,,session_start,2024-01-11 11:46:00,
255,151,,session_start,2024-01-13 13:37:00,
256,152,,session_start,2024-01-15 12:04:00,
257,152,10,product_view,2024-01-15 12:04:27,57.33
258,153,,session_start,2024-01-04 07:06:00,
259,154,,session_start,2024-01-03 18:50:00,
260,154,10,product_view,2024-01-03 18:50:54,61.83
261,155,,session_start,2024-01-21 17:59:00,
262,155,11,product_view,2024-01-21 18:00:09,36.36
263,156,,session_start,2024-01-20 06:37:00,
264,157,,session_start,2024-01-19 16:59:00,
265,158,,session_start,2024-01-19 12:28:00,
266,158,10,product_view,2024-01-19 12:28:48,54.71
267,159,,session_start,2024-01-27 11:10:00,
268,159,17,product_view,2024-01-27 11:11:57,71.21
269,160,,session_start,2024-01-02 20:48:00,
270,160,16,product_view,2024-01-02 20:49:47,38.79
271,161,,session_start,2024-01-10 21:49:00,
272,161,2,product_view,2024-01-10 21:50:41,80.44
273,162,,session_start,2024-01-18 23:59:00,
274,162,8,product_view,2024-01-19 00:00:51,120.63
275,163,,session_start,2024-01-27 21:19:00,
276,164,,session_start,2024-01-25 21:04:00,
277,165,,session_start,2024-01-16 22:11:00,
278,165,22,product_view,2024-01-16 22:11:51,18.6
279,166,,session_start,2024-01-22 14:10:00,
280,167,,session_start,2024-01-14 23:11:00,
281,168,,session_start,2024-01-08 20:39:00,
282,168,2,product_view,2024-01-08 20:40:18,75.67
283,169,,session_start,2024-01-12 11:38:00,
284,169,24,product_view,2024-01-12 11:38:57,16.13
285,170,,session_start,2024-01-13 12:57:00,
286,171,,session_start,2024-01-07 13:38:00,
287,172,,session_start,2024-01-03 10:18:00,
288,173,,session_start,2024-01-31 18:26:00,
289,173,20,product_view,2024-01-31 18:27:34,16.37
290,174,,session_start,2024-01-21 06:32:00,
291,174,2,product_view,2024-01-21 06:33:17,72.77
292,175,,session_start,2024-01-30 09:16:00,
293,176,,session_start,2024-01-26 22:27:00,
294,177,,session_start,2024-01-27 12:50:00,
295,177,13,product_view,2024-01-27 12:50:48,204.09
296,178,,session_start,2024-01-18 12:28:00,
297,178,36,product_view,2024-01-18 12:28:16,16.85
298,178,36,add_to_cart,2024-01-18 12:30:59,16.85
299,178,36,checkout,2024-01-18 12:35:48,16.85
300,179,,session_start,2024-01-14 15:52:00,
301,180,,session_start,2024-01-06 13:38:00,
302,181,,session_start,2024-01-04 11:48:00,
303,181,1,product_view,2024-01-04 11:48:56,182.51
304,182,,session_start,2024-01-20 08:03:00,
305,182,21,product_view,2024-01-20 08:03:30,30.31
306,183,,session_start,2024-01-19 15:15:00,
307,183,9,product_view,2024-01-19 15:16:55,19.99
308,184,,session_start,2024-01-03 06:19:00,
309,184,32,product_view,2024-01-03 06:20:46,28.32
310,185,,session_start,2024-01-04 13:44:00,
311,186,,session_start,2024-01-22 07:18:00,
312,187,,session_start,2024-01-09 11:26:00,
313,187,36,product_view,2024-01-09 11:27:45,15.54
314,188,,session_start,2024-01-07 21:16:00,
315,188,26,product_view,2024-01-07 21:16:32,28.98
316,189,,session_start,2024-01-06 23:36:00,
317,190,,session_start,2024-01-13 19:37:00,
318,190,22,product_view,2024-01-13 19:38:41,17.83
319,191,,session_start,2024-01-16 17:49:00,
320,192,,session_start,2024-01-22 10:33:00,
321,193,,session_start,2024-01-02 19:35:00,
322,194,,session_start,2024-01-06 23:25:00,
323,194,18,product_view,2024-01-06 23:25:40,21.62
324,195,,session_start,2024-01-23 14:30:00,
325,195,17,product_view,2024-01-23 14:31:52,68.08
326,196,,session_start,2024-01-12 11:03:00,
327,196,17,product_view,2024-01-12 11:04:34,60.06
328,197,,session_start,2024-01-29 08:57:00,
329,197,35,product_view,2024-01-29 08:58:21,36.06
330,198,,session_start,2024-01-02 19:27:00,
331,198,23,product_view,2024-01-02 19:27:45,9.2
332,199,,session_start,2024-01-02 17:06:00,
333,199,36,product_view,2024-01-02 17:06:34,17.3
334,200,,session_start,2024-01-19 17:52:00,
335,201,,session_start,2024-01-13 12:16:00,
336,201,35,product_view,2024-01-13 12:16:44,36.91
337,202,,session_start,2024-01-10 13:03:00,
338,203,,session_start,2024-01-21 14:07:00,
339,203,35,product_view,2024-01-21 14:07:39,38.37
340,204,,session_start,2024-01-03 19:56:00,
341,204,21,product_view,2024-01-03 19:57:48,34.41
342,205,,session_start,2024-01-28 15:38:00,
343,205,17,product_view,2024-01-28 15:38:18,63.65
344,206,,session_start,2024-01-04 08:35:00,
345,207,,session_start,2024-01-25 06:45:00,
346,207,4,product_view,2024-01-25 06:46:52,47.5
347,208,,session_start,2024-01-10 10:57:00,
348,208,14,product_view,2024-01-10 10:58:25,107.0
349,209,,session_start,2024-01-27 14:12:00,
350,209,35,product_view,2024-01-27 14:12:22,40.58
351,210,,session_start,2024-01-13 19:47:00,
352,211,,session_start,2024-01-29 15:42:00,
353,211,32,product_view,2024-01-29 15:43:20,30.38
354,212,,session_start,2024-01-09 13:20:00,
355,213,,session_start,2024-01-01 06:28:00,
356,213,10,product_view,2024-01-01 06:29:15,59.25
357,214,,session_start,2024-01-24 22:46:00,
358,214,32,product_view,2024-01-24 22:46:56,25.49
359,215,,session_start,2024-01-15 13:00:00,
360,216,,session_start,2024-01-03 15:44:00,
361,216,31,product_view,2024-01-03 15:44:44,32.79
362,217,,session_start,2024-01-30 17:08:00,
363,218,,session_start,2024-01-31 12:35:00,
364,218,1,product_view,2024-01-31 12:35:31,186.86
365,219,,session_start,2024-01-17 22:49:00,
366,219,35,product_view,2024-01-17 22:50:54,36.21
367,220,,session_start,2024-01-17 17:27:00,
368,221,,session_start,2024-01-18 16:06:00,
369,222,,session_start,2024-01-14 09:06:00,
370,223,,session_start,2024-01-20 19:52:00,
371,223,6,product_view,2024-01-20 19:52:48,64.27
372,224,,session_start,2024-01-11 15:13:00,
373,224,19,product_view,2024-01-11 15:14:35,17.88
374,224,19,add_to_cart,2024-01-11 15:16:46,17.88
375,225,,session_start,2024-01-03 12:53:00,
376,226,,session_start,2024-01-25 10:48:00,
377,226,34,product_view,2024-01-25 10:49:45,21.11
378,227,,session_start,2024-01-19 09:44:00,
379,227,36,product_view,2024-01-19 09:45:55,16.14
380,228,,session_start,2024-01-17 07:41:00,
381,229,,session_start,2024-01-26 17:03:00,
382,229,2,product_view,2024-01-26 17:04:52,78.89
383,230,,session_start,2024-01-06 22:57:00,
384,230,11,product_view,2024-01-06 22:57:57,32.56
385,231,,session_start,2024-01-27 21:16:00,
386,231,30,product_view,2024-01-27 21:17:00,23.14
387,231,30,add_to_cart,2024-01-27 21:17:54,23.14
388,232,,session_start,2024-01-11 22:51:00,
389,232,17,product_view,2024-01-11 22:52:36,68.92
390,233,,session_start,2024-01-01 20:47:00,
391,233,34,product_view,2024-01-01 20:48:09,20.44
392,234,,session_start,2024-01-11 12:39:00,
393,234,30,product_view,2024-01-11 12:40:46,19.9
394,235,,session_start,2024-01-27 09:02:00,
395,235,2,product_view,2024-01-27 09:03:33,72.35
396,236,,session_start,2024-01-09 17:13:00,
397,236,22,product_view,2024-01-09 17:13:37,17.14
398,237,,session_start,2024-01-06 17:06:00,
399,237,1,product_view,2024-01-06 17:07:59,172.07
400,238,,session_start,2024-01-25 19:21:00,
401,238,11,product_view,2024-01-25 19:21:53,38.36
402,239,,session_start,2024-01-06 17:26:00,
403,239,4,product_view,2024-01-06 17:26:48,47.12
404,240,,session_start,2024-01-16 14:29:00,
405,240,30,product_view,2024-01-16 14:30:51,23.21
406,240,30,add_to_cart,2024-01-16 14:31:19,23.21
407,241,,session_start,2024-01-05 17:18:00,
408,241,22,product_view,2024-01-05 17:19:43,16.13
409,241,22,add_to_cart,2024-01-05 17:21:01,16.13
410,241,22,checkout,2024-01-05 17:22:21,16.13
411,242,,session_start,2024-01-31 23:11:00,
412,243,,session_start,2024-01-15 23:30:00,
413,243,29,product_view,2024-01-15 23:31:10,32.94
414,244,,session_start,2024-01-13 15:10:00,
415,244,17,product_view,2024-01-13 15:10:15,59.01
416,245,,session_start,2024-01-29 14:28:00,
417,245,11,product_view,2024-01-29 14:29:48,36.6
418,246,,session_start,2024-01-02 06:46:00,
419,246,35,product_view,2024-01-02 06:46:50,35.23
420,247,,session_start,2024-01-27 12:14:00,
421,247,16,product_view,2024-01-27 12:15:47,38.98
422,248,,session_start,2024-01-05 13:04:00,
423,248,5,product_view,2024-01-05 13:04:38,87.81
424,249,,session_start,2024-01-24 10:55:00,
425,249,36,product_view,2024-01-24 10:56:43,14.56
426,249,36,add_to_cart,2024-01-24 10:57:53,14.56
427,249,36,checkout,2024-01-24 11:01:39,14.56
428,249,36,purchase,2024-01-24 11:02:52,14.56
429,250,,session_start,2024-01-21 09:14:00,
430,250,29,product_view,2024-01-21 09:15:38,33.45
431,251,,session_start,2024-01-21 21:52:00,
432,251,24,product_view,2024-01-21 21:52:21,15.12
433,252,,session_start,2024-01-17 06:19:00,
434,252,20,product_view,2024-01-17 06:20:59,16.09
435,253,,session_start,2024-01-08 22:17:00,
436,253,33,product_view,2024-01-08 22:17:37,54.38
437,253,33,add_to_cart,2024-01-08 22:19:41,54.38
438,253,33,checkout,2024-01-08 22:20:15,54.38
439,254,,session_start,2024-01-27 13:40:00,
440,254,9,product_view,2024-01-27 13:40:29,23.07
441,255,,session_start,2024-01-15 12:38:00,
442,255,27,product_view,2024-01-15 12:39:34,144.18
443,256,,session_start,2024-01-31 06:49:00,
444,257,,session_start,2024-01-05 13:50:00,
445,257,22,product_view,2024-01-05 13:50:51,16.79
446,258,,session_start,2024-01-18 23:11:00,
447,258,5,product_view,2024-01-18 23:11:53,87.05
448,259,,session_start,2024-01-15 08:22:00,
449,259,36,product_view,2024-01-15 08:23:28,15.77
450,260,,session_start,2024-01-24 17:32:00,
451,260,3,product_view,2024-01-24 17:33:56,150.32
452,260,3,add_to_cart,2024-01-24 17:36:09,150.32
453,260,3,checkout,2024-01-24 17:38:50,150.32
454,260,3,purchase,2024-01-24 17:40:02,150.32
455,261,,session_start,2024-01-27 16:50:00,
456,261,30,product_view,2024-01-27 16:50:23,24.02
457,262,,session_start,2024-01-31 12:33:00,
458,263,,session_start,2024-01-03 13:16:00,
459,264,,session_start,2024-01-13 10:19:00,
460,264,32,product_view,2024-01-13 10:19:26,28.36
461,265,,session_start,2024-01-27 22:13:00,
462,265,22,product_view,2024-01-27 22:13:37,15.42
463,266,,session_start,2024-01-11 14:51:00,
464,266,30,product_view,2024-01-11 14:51:27,23.76
465,267,,session_start,2024-01-05 21:59:00,
466,268,,session_start,2024-01-28 14:56:00,
467,269,,session_start,2024-01-30 17:30:00,
468,269,26,product_view,2024-01-30 17:31:40,26.23
469,270,,session_start,2024-01-20 13:12:00,
470,270,5,product_view,2024-01-20 13:12:10,93.21
471,271,,session_start,2024-01-12 21:30:00,
472,272,,session_start,2024-01-12 10:57:00,
473,272,16,product_view,2024-01-12 10:58:55,38.72
474,273,,session_start,2024-01-10 21:27:00,
475,273,7,product_view,2024-01-10 21:27:34,91.25
476,274,,session_start,2024-01-27 11:22:00,
477,275,,session_start,2024-01-19 07:28:00,
478,275,20,product_view,2024-01-19 07:29:24,16.8
479,276,,session_start,2024-01-24 16:47:00,
480,276,21,product_view,2024-01-24 16:47:12,32.75
481,277,,session_start,2024-01-23 08:03:00,
482,277,3,product_view,2024-01-23 08:03:54,156.18
483,278,,session_start,2024-01-19 08:26:00,
484,278,29,product_view,2024-01-19 08:27:37,36.55
485,279,,session_start,2024-01-21 08:10:00,
486,280,,session_start,2024-01-25 18:15:00,
487,281,,session_start,2024-01-07 21:58:00,
488,282,,session_start,2024-01-13 23:39:00,
489,282,35,product_view,2024-01-13 23:39:27,35.03
490,282,35,add_to_cart,2024-01-13 23:40:45,35.03
491,282,35,checkout,2024-01-13 23:45:35,35.03
492,282,35,purchase,2024-01-13 23:47:43,35.03
493,283,,session_start,2024-01-06 16:36:00,
494,283,30,product_view,2024-01-06 16:37:39,20.23
495,283,30,add_to_cart,2024-01-06 16:39:56,20.23
496,283,30,checkout,2024-01-06 16:42:07,20.23
497,283,30,purchase,2024-01-06 16:44:06,20.23
498,284,,session_start,2024-01-27 15:15:00,
499,284,29,product_view,2024-01-27 15:16:57,37.14
500,285,,session_start,2024-01-31 16:23:00,
501,285,22,product_view,2024-01-31 16:24:28,16.29
502,286,,session_start,2024-01-01 19:07:00,
503,286,10,product_view,2024-01-01 19:07:56,59.1
504,286,10,add_to_cart,2024-01-01 19:08:13,59.1
505,286,10,checkout,2024-01-01 19:11:51,59.1
506,287,,session_start,2024-01-28 15:59:00,
507,287,10,product_view,2024-01-28 16:00:21,54.28
508,288,,session_start,2024-01-29 12:27:00,
509,289,,session_start,2024-01-04 13:05:00,
510,289,7,product_view,2024-01-04 13:05:10,91.26
511,290,,session_start,2024-01-09 22:24:00,
512,290,19,product_view,2024-01-09 22:24:47,18.34
513,291,,session_start,2024-01-29 20:03:00,
514,292,,session_start,2024-01-31 17:27:00,
515,292,25,product_view,2024-01-31 17:27:52,43.65
516,293,,session_start,2024-01-08 14:31:00,
517,294,,session_start,2024-01-01 14:09:00,
518,294,25,product_view,2024-01-01 14:10:59,42.01
519,294,25,add_to_cart,2024-01-01 14:13:05,42.01
520,295,,session_start,2024-01-27 10:04:00,
521,295,14,product_view,2024-01-27 10:05:08,90.56
522,296,,session_start,2024-01-14 16:15:00,
523,296,28,product_view,2024-01-14 16:15:38,80.28
524,297,,session_start,2024-01-14 13:40:00,
525,297,19,product_view,2024-01-14 13:41:42,17.19
526,298,,session_start,2024-01-28 07:43:00,
527,298,10,product_view,2024-01-28 07:44:39,63.08
528,299,,session_start,2024-01-12 10:16:00,
529,300,,session_start,2024-01-05 22:03:00,
530,301,,session_start,2024-01-14 11:35:00,
531,302,,session_start,2024-01-13 16:32:00,
532,303,,session_start,2024-01-11 15:50:00,
533,303,32,product_view,2024-01-11 15:50:24,28.55
534,304,,session_start,2024-01-12 09:17:00,
535,304,7,product_view,2024-01-12 09:18:43,94.05
536,305,,session_start,2024-01-01 07:23:00,
537,305,20,product_view,2024-01-01 07:24:55,16.12
538,306,,session_start,2024-01-25 12:33:00,
539,306,3,product_view,2024-01-25 12:34:35,158.1
540,306,3,add_to_cart,2024-01-25 12:36:01,158.1
541,307,,session_start,2024-01-28 09:33:00,
542,308,,session_start,2024-01-22 07:28:00,
543,309,,session_start,2024-01-02 19:32:00,
544,309,13,product_view,2024-01-02 19:32:37,206.43
545,310,,session_start,2024-01-18 17:43:00,
546,311,,session_start,2024-01-30 06:25:00,
547,311,29,product_view,2024-01-30 06:25:14,34.37
548,312,,session_start,2024-01-09 18:36:00,
549,312,10,product_view,2024-01-09 18:36:10,56.33
550,313,,session_start,2024-01-17 20:09:00,
551,314,,session_start,2024-01-25 21:45:00,
552,314,32,product_view,2024-01-25 21:45:40,28.67
553,315,,session_start,2024-01-30 13:56:00,
554,315,1,product_view,2024-01-30 13:56:16,185.15
555,316,,session_start,2024-01-25 21:19:00,
556,316,25,product_view,2024-01-25 21:20:24,41.88
557,317,,session_start,2024-01-26 07:49:00,
558,317,21,product_view,2024-01-26 07:49:33,31.24
559,318,,session_start,2024-01-09 06:51:00,
560,318,30,product_view,2024-01-09 06:52:56,23.51
561,319,,session_start,2024-01-30 14:27:00,
