order_id,session_id,product_id,order_date,quantity,unit_price,order_value,month
80,4048,33,2024-01-23,1,58.75,58.75,1
81,4056,16,2024-01-08,1,34.24,34.24,1
82,4061,13,2024-01-15,1,187.17,187.17,1
83,4062,31,2024-01-22,1,32.39,32.39,1
84,4073,10,2024-01-11,1,60.04,60.04,1
85,4077,34,2024-01-20,1,24.2,24.2,1
86,4084,8,2024-01-05,3,118.97,356.91,1
87,4094,31,2024-01-12,1,37.08,37.08,1
88,4130,29,2024-01-01,2,32.51,65.02,1
89,4226,15,2024-01-21,3,47.04,141.12,1
90,4244,2,2024-01-06,2,81.13,162.26,1
91,4284,10,2024-01-04,2,61.52,123.04,1
92,4285,10,2024-01-07,2,60.94,121.88,1
93,4324,15,2024-01-16,1,44.88,44.88,1
94,4367,9,2024-01-17,1,20.06,20.06,1
95,4412,7,2024-01-09,3,90.32,270.96,1
96,4419,10,2024-01-04,2,59.14,118.28,1
97,4431,13,2024-01-08,2,182.81,365.62,1
98,4432,21,2024-01-31,1,30.24,30.24,1
99,4555,30,2024-01-19,1,21.49,21.49,1
100,4569,6,2024-01-16,1,67.1,67.1,1
101,4586,30,2024-01-11,1,19.95,19.95,1
102,4838,6,2024-01-30,1,65.1,65.1,1
103,4903,10,2024-01-12,1,58.97,58.97,1
104,4920,6,2024-01-28,1,64.53,64.53,1
105,4958,8,2024-01-20,4,126.4,505.6,1
106,4964,14,2024-01-19,1,105.67,105.67,1
107,4982,10,2024-01-13,2,53.44,106.88,1
108,5009,15,2024-01-17,1,43.82,43.82,1
109,5093,25,2024-01-08,1,42.99,42.99,1
110,5099,20,2024-01-01,3,14.71,44.13,1
111,5102,23,2024-01-28,2,10.36,20.72,1
112,5103,25,2024-01-31,1,44.07,44.07,1
113,5144,5,2024-01-27,3,91.93,275.79,1
114,5180,20,2024-01-14,1,16.49,16.49,1
115,5196,16,2024-01-13,2,35.7,71.4,1
116,5305,28,2024-01-13,1,82.4,82.4,1
117,5356,16,2024-01-12,1,38.25,38.25,1
118,5380,7,2024-01-28,3,99.03,297.09,1
119,5396,10,2024-02-09,1,62.75,62.75,2
120,5445,10,2024-02-01,1,57.78,57.78,2
121,5511,22,2024-02-13,1,16.78,16.78,2
122,5550,5,2024-02-22,1,90.72,90.72,2
123,5556,7,2024-02-29,1,95.41,95.41,2
124,5589,23,2024-02-26,1,10.3,10.3,2
125,5598,11,2024-02-22,1,34.79,34.79,2
126,5609,11,2024-02-26,2,33.7,67.4,2
127,5642,29,2024-02-15,1,37.25,37.25,2
128,5675,11,2024-02-28,1,37.51,37.51,2
129,5743,23,2024-02-21,1,10.71,10.71,2
130,5990,35,2024-02-24,1,35.5,35.5,2
131,6047,34,2024-02-14,2,20.54,41.08,2
132,6090,25,2024-02-26,1,41.11,41.11,2
133,6117,27,2024-02-11,1,169.75,169.75,2
134,6172,24,2024-02-13,2,14.51,29.02,2
135,6185,26,2024-02-18,1,25.78,25.78,2
136,6200,18,2024-02-27,3,23.29,69.87,2
137,6275,11,2024-02-20,3,36.22,108.66,2
138,6301,21,2024-02-15,1,33.25,33.25,2
139,6333,14,2024-02-12,1,108.67,108.67,2
140,6391,24,2024-02-14,2,16.12,32.24,2
141,6451,31,2024-02-23,1,31.91,31.91,2
142,6457,16,2024-02-29,1,38.51,38.51,2
143,6501,16,2024-02-06,1,40.31,40.31,2
144,6527,22,2024-02-03,1,18.0,18.0,2
145,6540,19,2024-02-24,3,16.36,49.08,2
146,6549,20,2024-02-23,2,16.55,33.1,2
147,6563,22,2024-02-12,4,17.14,68.56,2
148,6600,19,2024-02-27,1,18.48,18.48,2
149,6646,27,2024-02-22,1,160.16,160.16,2
150,6687,30,2024-02-28,4,19.95,79.8,2
151,6706,22,2024-02-15,2,15.46,30.92,2
152,6719,13,2024-02-18,1,185.3,185.3,2
153,6914,23,2024-02-28,1,10.54,10.54,2
154,6995,21,2024-02-08,1,35.09,35.09,2
155,7013,8,2024-02-20,1,122.58,122.58,2
156,7022,36,2024-02-19,2,16.47,32.94,2
157,7030,35,2024-02-25,2,39.49,78.98,2
158,7054,23,2024-02-08,2,10.63,21.26,2
159,7068,18,2024-02-29,2,20.82,41.64,2
160,7108,31,2024-02-08,1,31.65,31.65,2
161,7141,22,2024-02-09,2,15.66,31.32,2
162,7147,5,2024-02-25,1,88.25,88.25,2
163,7160,9,2024-02-19,2,21.27,42.54,2
164,7227,33,2024-02-04,1,51.75,51.75,2
165,7368,8,2024-02-06,4,106.22,424.88,2
166,7372,30,2024-02-07,1,21.03,21.03,2
167,7376,26,2024-02-01,1,26.94,26.94,2
168,7481,28,2024-02-18,1,74.92,74.92,2
169,7489,31,2024-02-08,1,37.16,37.16,2
170,7491,24,2024-02-26,1,15.95,15.95,2
171,7556,36,2024-02-16,1,14.66,14.66,2
172,7695,33,2024-02-19,1,58.0,58.0,2
173,7725,22,2024-02-08,1,15.83,15.83,2
174,7769,13,2024-02-07,1,192.69,192.69,2
175,7806,7,2024-02-24,1,91.09,91.09,2
176,7814,19,2024-02-05,1,17.01,17.01,2
177,7817,15,2024-02-01,1,48.36,48.36,2
178,7832,19,2024-02-21,3,16.81,50.43,2
179,7871,8,2024-02-18,2,120.8,241.6,2
180,7907,18,2024-02-09,1,19.85,19.85,2
181,7918,14,2024-02-01,1,103.44,103.44,2
182,7935,8,2024-02-17,2,118.05,236.1,2
183,7998,29,2024-02-14,2,37.5,75.0,2
184,8003,6,2024-02-18,1,73.5,73.5,2
185,8032,25,2024-02-15,3,43.79,131.37,2
186,8143,23,2024-02-24,1,10.88,10.88,2
187,8148,16,2024-02-25,2,39.52,79.04,2
188,8157,23,2024-02-16,1,9.7,9.7,2
189,8314,10,2024-02-07,1,56.35,56.35,2
190,8332,7,2024-02-09,1,88.57,88.57,2
191,8395,12,2024-02-29,4,23.8,95.2,2
192,8458,22,2024-02-02,1,17.19,17.19,2
193,8462,9,2024-02-17,1,20.74,20.74,2
194,8615,19,2024-02-09,1,18.89,18.89,2
195,8672,34,2024-02-07,1,23.44,23.44,2
196,8696,30,2024-02-19,1,21.04,21.04,2
197,8724,29,2024-02-04,1,36.21,36.21,2
198,8745,2,2024-02-20,2,71.86,143.72,2
199,8749,9,2024-02-25,1,22.16,22.16,2
200,8783,8,2024-02-11,1,109.94,109.94,2
201,8792,17,2024-02-02,1,70.6,70.6,2
202,8882,32,2024-02-27,1,25.44,25.44,2
203,8912,12,2024-02-06,1,23.64,23.64,2
204,8960,5,2024-02-24,1,96.82,96.82,2
205,9068,23,2024-02-02,3,10.13,30.39,2
206,9174,25,2024-02-29,2,44.63,89.26,2
207,9187,11,2024-02-29,1,32.62,32.62,2
208,9192,32,2024-02-01,1,30.47,30.47,2
209,9201,10,2024-02-27,1,55.84,55.84,2
210,9225,14,2024-02-27,1,90.9,90.9,2
211,9232,31,2024-02-16,1,36.1,36.1,2
212,9241,6,2024-02-22,2,66.46,132.92,2
213,9316,23,2024-02-24,1,9.15,9.15,2
214,9332,16,2024-02-04,2,38.97,77.94,2
215,9395,34,2024-02-07,1,20.65,20.65,2
216,9406,27,2024-02-28,3,147.79,443.37,2
217,9504,21,2024-02-29,1,33.13,33.13,2
218,9516,31,2024-02-04,2,30.94,61.88,2
219,9521,8,2024-02-18,1,107.06,107.06,2
220,9584,34,2024-02-04,1,23.73,23.73,2
221,9668,11,2024-02-18,1,36.72,36.72,2
222,9727,17,2024-02-26,1,61.75,61.75,2
223,9735,33,2024-02-27,1,55.4,55.4,2
224,9867,21,2024-02-07,1,31.66,31.66,2
225,9875,2,2024-02-16,2,80.79,161.58,2
226,9907,25,2024-02-17,1,37.82,37.82,2
227,9975,14,2024-02-02,1,94.44,94.44,2
228,9982,29,2024-02-03,1,35.76,35.76,2
229,10100,12,2024-02-08,2,23.6,47.2,2
230,10139,24,2024-02-02,2,14.65,29.3,2
231,10143,24,2024-02-16,1,14.46,14.46,2
232,10158,23,2024-02-29,3,9.1,27.3,2
233,10189,21,2024-02-24,1,31.57,31.57,2
234,10210,2,2024-02-04,1,72.62,72.62,2
235,10217,25,2024-02-29,1,40.16,40.16,2
236,10229,26,2024-02-11,2,27.25,54.5,2
237,10242,24,2024-02-12,1,13.87,13.87,2
238,10275,34,2024-02-07,1,21.76,21.76,2
239,10278,15,2024-02-04,2,49.44,98.88,2
240,10319,31,2024-02-24,2,31.32,62.64,2
241,10329,25,2024-02-08,1,44.08,44.08,2
242,10334,33,2024-02-07,2,55.68,111.36,2
243,10377,13,2024-02-15,2,184.32,368.64,2
244,10410,22,2024-02-22,1,17.4,17.4,2
245,10594,35,2024-02-10,1,37.6,37.6,2
246,10645,2,2024-03-13,1,77.29,77.29,3
247,10683,6,2024-03-03,2,68.13,136.26,3
248,10771,35,2024-03-30,1,40.36,40.36,3
249,10783,35,2024-03-05,1,40.07,40.07,3
250,10972,23,2024-03-08,1,9.22,9.22,3
251,11011,32,2024-03-17,1,29.96,29.96,3
252,11053,20,2024-03-08,1,15.58,15.58,3
253,11056,6,2024-03-19,1,73.26,73.26,3
254,11105,35,2024-03-26,1,38.12,38.12,3
255,11172,32,2024-03-14,1,27.18,27.18,3
256,11247,35,2024-03-07,1,35.45,35.45,3
257,11304,16,2024-03-29,1,37.32,37.32,3
258,11411,12,2024-03-26,2,26.03,52.06,3
259,11431,28,2024-03-23,2,69.04,138.08,3
260,11474,30,2024-03-28,1,20.11,20.11,3
261,11476,23,2024-03-20,2,9.67,19.34,3
262,11543,25,2024-03-12,1,45.58,45.58,3
263,11545,29,2024-03-18,1,37.9,37.9,3
264,11554,31,2024-03-28,1,30.85,30.85,3
265,11566,13,2024-03-03,2,175.52,351.04,3
266,11596,14,2024-03-28,1,108.09,108.09,3
267,11655,4,2024-03-08,1,52.23,52.23,3
268,11676,25,2024-03-29,2,38.39,76.78,3
269,11711,16,2024-03-26,2,40.15,80.3,3
270,11720,23,2024-03-29,1,10.89,10.89,3
271,11735,33,2024-03-25,2,58.33,116.66,3
272,11756,33,2024-03-23,1,57.43,57.43,3
273,11785,29,2024-03-02,1,37.98,37.98,3
274,11808,33,2024-03-27,1,60.17,60.17,3
275,11821,1,2024-03-15,1,194.72,194.72,3
276,11953,24,2024-03-31,1,14.57,14.57,3
277,11977,19,2024-03-19,1,17.44,17.44,3
278,11992,7,2024-03-20,1,86.92,86.92,3
279,12013,20,2024-03-24,2,15.42,30.84,3
280,12064,29,2024-03-17,1,37.91,37.91,3
281,12082,26,2024-03-21,1,25.61,25.61,3
282,12100,21,2024-03-15,1,29.74,29.74,3
283,12176,17,2024-03-21,1,63.48,63.48,3
284,12190,21,2024-03-16,1,28.98,28.98,3
285,12343,31,2024-03-20,1,34.55,34.55,3
286,12488,30,2024-03-02,1,21.72,21.72,3
287,12537,24,2024-03-16,3,16.22,48.66,3
288,12758,24,2024-03-01,1,13.58,13.58,3
289,12781,10,2024-03-09,2,54.41,108.82,3
290,12788,16,2024-03-18,1,38.46,38.46,3
291,12794,30,2024-03-16,1,23.22,23.22,3
292,12830,21,2024-03-05,1,30.64,30.64,3
293,12875,12,2024-03-01,2,23.03,46.06,3
294,12892,35,2024-03-24,1,38.54,38.54,3
295,12929,24,2024-03-13,1,14.07,14.07,3
296,13005,33,2024-03-25,1,56.73,56.73,3
297,13033,23,2024-03-16,1,10.22,10.22,3
298,13071,13,2024-03-07,1,172.03,172.03,3
299,13079,22,2024-03-24,1,18.33,18.33,3
300,13116,26,2024-03-03,2,25.35,50.7,3
301,13213,22,2024-03-14,2,16.66,33.32,3
302,13248,29,2024-03-28,1,37.75,37.75,3
303,13267,27,2024-03-29,2,161.45,322.9,3
304,13339,22,2024-03-30,1,17.9,17.9,3
305,13362,34,2024-03-22,1,23.62,23.62,3
306,13549,18,2024-03-18,4,22.3,89.2,3
307,13551,5,2024-03-24,1,94.94,94.94,3
308,13560,6,2024-03-21,1,64.69,64.69,3
309,13569,21,2024-03-07,1,34.97,34.97,3
310,13587,18,2024-03-01,1,20.68,20.68,3
311,13643,22,2024-03-06,3,16.06,48.18,3
312,13720,31,2024-03-12,1,36.57,36.57,3
313,13723,27,2024-03-12,1,147.85,147.85,3
314,13792,15,2024-03-01,1,48.65,48.65,3
315,13811,30,2024-03-22,1,23.0,23.0,3
316,13832,28,2024-03-03,2,69.68,139.36,3
317,13929,24,2024-03-27,1,15.53,15.53,3
318,13930,36,2024-03-22,1,17.18,17.18,3
319,13937,14,2024-03-21,1,91.44,91.44,3
320,13948,1,2024-03-14,1,191.01,191.01,3
321,13969,32,2024-03-09,2,29.17,58.34,3
322,14025,28,2024-03-26,1,72.05,72.05,3
323,14119,3,2024-03-22,2,160.65,321.3,3
324,14199,30,2024-03-19,2,20.19,40.38,3
325,14227,25,2024-03-29,2,45.66,91.32,3
326,14248,23,2024-03-11,1,10.51,10.51,3
327,14261,33,2024-03-03,2,60.07,120.14,3
328,14268,3,2024-03-29,1,139.96,139.96,3
329,14291,13,2024-03-20,1,199.49,199.49,3
330,14438,3,2024-03-26,1,143.17,143.17,3
331,14522,1,2024-03-11,1,172.89,172.89,3
332,14587,22,2024-03-09,1,17.6,17.6,3
333,14634,21,2024-03-14,2,33.39,66.78,3
334,14653,27,2024-03-27,1,160.84,160.84,3
335,14683,4,2024-03-10,1,51.61,51.61,3
336,14704,12,2024-03-09,4,24.3,97.2,3
337,14714,18,2024-03-03,1,23.42,23.42,3
338,14744,16,2024-03-10,2,39.61,79.22,3
339,14776,15,2024-03-20,1,49.48,49.48,3
340,14784,32,2024-03-12,1,29.0,29.0,3
341,14843,18,2024-03-26,1,19.88,19.88,3
342,14867,7,2024-03-04,1,92.1,92.1,3
343,14915,21,2024-03-24,1,30.11,30.11,3
344,14956,25,2024-03-26,1,39.46,39.46,3
345,14963,21,2024-03-21,2,31.58,63.16,3
346,15007,7,2024-03-10,1,102.59,102.59,3
347,15044,28,2024-03-05,1,74.82,74.82,3
348,15133,2,2024-03-28,2,76.47,152.94,3
349,15181,20,2024-03-04,2,16.64,33.28,3
350,15190,19,2024-03-09,1,18.65,18.65,3
351,15214,4,2024-03-17,1,51.4,51.4,3
352,15305,22,2024-03-29,1,17.19,17.19,3
353,15378,33,2024-03-13,1,52.4,52.4,3
354,15408,5,2024-03-07,1,93.32,93.32,3
355,15423,11,2024-03-17,1,34.54,34.54,3
356,15425,4,2024-03-08,1,51.26,51.26,3
357,15547,23,2024-03-28,1,10.24,10.24,3
358,15553,25,2024-03-20,2,42.79,85.58,3
359,15555,6,2024-03-15,1,70.42,70.42,3
360,15562,26,2024-03-13,2,26.29,52.58,3
361,15568,25,2024-03-08,1,40.24,40.24,3
362,15589,8,2024-03-28,2,113.67,227.34,3
363,15670,25,2024-03-13,1,40.46,40.46,3
364,15830,19,2024-03-28,1,17.43,17.43,3
365,15873,5,2024-03-26,1,92.32,92.32,3
366,15944,35,2024-03-21,1,37.2,37.2,3
367,15971,12,2024-03-26,1,24.62,24.62,3
368,16054,24,2024-03-08,1,13.82,13.82,3
369,16064,33,2024-03-04,1,49.88,49.88,3
370,16313,9,2024-03-25,1,23.67,23.67,3
371,16333,33,2024-03-24,4,50.63,202.52,3
372,16345,23,2024-03-01,1,10.42,10.42,3
373,16362,35,2024-04-06,2,38.8,77.6,4
374,16373,30,2024-04-04,1,24.15,24.15,4
375,16387,19,2024-04-21,1,19.22,19.22,4
376,16425,25,2024-04-18,1,38.78,38.78,4
377,16466,31,2024-04-24,1,34.28,34.28,4
378,16497,19,2024-04-29,3,17.54,52.62,4
379,16529,2,2024-04-21,1,77.41,77.41,4
380,16542,33,2024-04-04,3,51.38,154.14,4
381,16573,21,2024-04-01,1,32.27,32.27,4
382,16576,9,2024-04-13,2,20.46,40.92,4
383,16597,36,2024-04-03,1,17.22,17.22,4
384,16604,24,2024-04-01,1,13.8,13.8,4
385,16621,13,2024-04-27,1,196.72,196.72,4
386,16675,35,2024-04-25,2,41.38,82.76,4
387,16787,33,2024-04-23,2,50.64,101.28,4
388,16828,27,2024-04-24,1,173.81,173.81,4
389,16901,25,2024-04-17,1,42.47,42.47,4
390,16905,4,2024-04-29,2,48.9,97.8,4
391,16926,14,2024-04-04,1,97.95,97.95,4
392,16956,10,2024-04-12,4,55.51,222.04,4
393,17030,23,2024-04-20,1,9.56,9.56,4
394,17100,22,2024-04-30,3,17.86,53.58,4
395,17134,2,2024-04-02,4,75.97,303.88,4
396,17159,24,2024-04-07,1,16.08,16.08,4
397,17182,12,2024-04-30,1,25.25,25.25,4
398,17251,11,2024-04-29,1,38.1,38.1,4
399,17391,30,2024-04-19,1,23.08,23.08,4
400,17393,20,2024-04-29,2,14.72,29.44,4
401,17405,34,2024-04-20,1,22.37,22.37,4
402,17464,18,2024-04-15,1,20.15,20.15,4
403,17498,12,2024-04-01,1,24.99,24.99,4
404,17660,24,2024-04-13,1,15.71,15.71,4
405,17707,20,2024-04-10,1,14.84,14.84,4
406,17771,13,2024-04-02,1,178.03,178.03,4
407,17784,21,2024-04-25,1,33.61,33.61,4
408,17796,36,2024-04-24,1,16.69,16.69,4
409,17797,34,2024-04-16,3,19.92,59.76,4
410,17802,32,2024-04-22,2,29.93,59.86,4
411,17849,25,2024-04-09,1,46.01,46.01,4
412,17902,32,2024-04-04,1,30.63,30.63,4
413,17927,19,2024-04-13,1,18.41,18.41,4
414,17940,11,2024-04-21,3,35.29,105.87,4
415,18039,23,2024-04-01,1,10.17,10.17,4
416,18273,34,2024-04-11,1,20.65,20.65,4
417,18358,27,2024-04-24,1,164.38,164.38,4
418,18359,26,2024-04-19,2,25.43,50.86,4
419,18370,25,2024-04-30,1,41.1,41.1,4
420,18374,7,2024-04-10,1,91.79,91.79,4
421,18457,19,2024-04-19,1,18.81,18.81,4
422,18477,13,2024-04-20,3,184.33,552.99,4
423,18533,18,2024-04-04,1,20.32,20.32,4
424,18659,4,2024-04-03,1,48.74,48.74,4
425,18795,11,2024-04-26,1,36.89,36.89,4
426,18803,27,2024-04-18,1,159.35,159.35,4
427,19041,25,2024-04-06,1,41.27,41.27,4
428,19048,32,2024-04-18,1,28.0,28.0,4
429,19091,12,2024-04-28,3,25.76,77.28,4
430,19197,18,2024-04-01,1,20.23,20.23,4
431,19253,22,2024-04-21,1,15.33,15.33,4
432,19259,19,2024-04-24,1,18.44,18.44,4
433,19369,26,2024-04-21,3,27.04,81.12,4
434,19370,32,2024-04-06,1,26.72,26.72,4
435,19402,21,2024-04-08,1,33.75,33.75,4
436,19473,21,2024-04-16,1,31.58,31.58,4
437,19529,19,2024-04-07,1,18.42,18.42,4
438,19557,36,2024-04-11,1,15.43,15.43,4
439,19591,3,2024-04-17,1,146.44,146.44,4
440,19725,25,2024-04-08,1,42.23,42.23,4
441,19743,30,2024-04-05,4,20.23,80.92,4
442,19810,20,2024-04-16,1,16.49,16.49,4
443,19815,26,2024-04-02,1,30.05,30.05,4
444,19838,36,2024-04-08,1,15.54,15.54,4
445,19909,27,2024-04-14,2,163.82,327.64,4
446,19932,1,2024-04-30,1,203.29,203.29,4
447,19974,28,2024-04-21,1,74.41,74.41,4
448,19980,21,2024-04-23,2,30.02,60.04,4
449,20024,29,2024-04-16,1,37.91,37.91,4
450,20041,34,2024-04-22,1,23.86,23.86,4
451,20075,33,2024-04-28,1,57.89,57.89,4
452,20083,15,2024-04-20,1,46.35,46.35,4
453,20150,7,2024-04-08,1,95.88,95.88,4
454,20168,35,2024-04-09,2,40.88,81.76,4
455,20191,34,2024-04-23,2,23.83,47.66,4
456,20205,22,2024-04-25,2,16.97,33.94,4
457,20220,30,2024-04-11,4,23.36,93.44,4
458,20259,19,2024-04-22,1,19.29,19.29,4
459,20280,20,2024-04-16,2,15.68,31.36,4
460,20312,15,2024-04-14,1,47.09,47.09,4
461,20325,36,2024-04-23,1,16.94,16.94,4
462,20391,7,2024-04-07,1,85.71,85.71,4
463,20452,1,2024-04-27,1,205.84,205.84,4
464,20552,35,2024-04-30,2,41.5,83.0,4
465,20585,22,2024-04-02,1,16.92,16.92,4
466,20697,30,2024-04-09,1,21.84,21.84,4
467,20701,10,2024-04-02,1,55.2,55.2,4
468,20708,32,2024-04-13,1,30.77,30.77,4
469,20720,14,2024-04-08,1,91.5,91.5,4
470,20758,32,2024-04-29,2,26.83,53.66,4
471,20839,34,2024-04-10,2,21.24,42.48,4
472,20860,20,2024-04-28,1,14.46,14.46,4
473,20864,35,2024-04-12,3,34.65,103.95,4
474,20970,36,2024-04-12,2,15.57,31.14,4
475,21029,22,2024-04-24,1,18.67,18.67,4
476,21037,27,2024-04-04,2,165.71,331.42,4
477,21234,34,2024-04-13,1,21.29,21.29,4
478,21397,21,2024-04-25,3,33.91,101.73,4
479,21474,14,2024-04-24,1,104.24,104.24,4
480,21611,33,2024-04-27,1,55.81,55.81,4
481,21627,23,2024-04-26,2,10.54,21.08,4
482,21746,25,2024-04-19,1,41.14,41.14,4
483,21756,24,2024-04-19,2,15.37,30.74,4
484,21761,2,2024-04-19,1,77.58,77.58,4
485,21834,23,2024-04-07,1,9.85,9.85,4
486,21864,27,2024-04-03,1,173.66,173.66,4
487,21915,23,2024-04-09,1,10.64,10.64,4
488,21922,4,2024-04-07,1,50.77,50.77,4
489,21925,13,2024-04-12,2,207.41,414.82,4
490,21932,33,2024-04-02,1,54.82,54.82,4
491,21933,23,2024-04-17,2,10.98,21.96,4
492,22015,21,2024-04-20,1,32.81,32.81,4
493,22018,21,2024-04-12,2,34.64,69.28,4
494,22049,23,2024-04-21,1,9.17,9.17,4
495,22108,5,2024-04-20,1,81.01,81.01,4
496,22159,33,2024-04-05,3,52.07,156.21,4
497,22193,36,2024-05-19,1,16.25,16.25,5
498,22204,19,2024-05-06,2,18.23,36.46,5
499,22233,13,2024-05-22,1,197.2,197.2,5
500,22240,21,2024-05-25,1,29.28,29.28,5
501,22296,24,2024-05-25,1,14.17,14.17,5
502,22467,19,2024-05-22,1,17.8,17.8,5
503,22552,9,2024-05-07,1,20.25,20.25,5
504,22596,18,2024-05-11,1,22.33,22.33,5
505,22688,1,2024-05-20,2,198.76,397.52,5
506,22705,20,2024-05-05,1,16.17,16.17,5
507,22772,7,2024-05-23,2,103.86,207.72,5
508,22808,21,2024-05-04,1,29.01,29.01,5
509,22902,24,2024-05-28,2,16.06,32.12,5
510,22963,15,2024-05-18,1,43.38,43.38,5
511,22971,31,2024-05-12,1,35.75,35.75,5
512,23023,8,2024-05-15,1,115.91,115.91,5
513,23025,34,2024-05-18,1,22.06,22.06,5
514,23052,24,2024-05-23,1,15.99,15.99,5
515,23061,28,2024-05-06,3,78.45,235.35,5
516,23134,33,2024-05-14,4,52.39,209.56,5
517,23240,22,2024-05-30,1,17.04,17.04,5
518,23252,17,2024-05-03,3,70.91,212.73,5
519,23325,20,2024-05-11,1,17.11,17.11,5
520,23350,20,2024-05-28,1,14.48,14.48,5
521,23580,29,2024-05-10,3,37.89,113.67,5
522,23589,26,2024-05-17,1,29.24,29.24,5
523,23682,26,2024-05-20,1,29.79,29.79,5
524,23712,13,2024-05-21,1,193.12,193.12,5
525,23850,18,2024-05-26,2,19.83,39.66,5
526,23871,18,2024-05-01,1,23.52,23.52,5
527,23928,27,2024-05-22,1,151.21,151.21,5
528,23978,3,2024-05-16,2,152.33,304.66,5
529,24022,33,2024-05-31,1,56.71,56.71,5
530,24030,27,2024-05-29,1,149.04,149.04,5
531,24053,10,2024-05-26,2,57.03,114.06,5
532,24130,30,2024-05-25,1,20.89,20.89,5
533,24253,29,2024-05-30,1,33.3,33.3,5
534,24280,22,2024-05-19,1,16.35,16.35,5
535,24310,12,2024-05-06,2,22.59,45.18,5
536,24313,32,2024-05-21,1,25.42,25.42,5
537,24353,33,2024-05-01,2,58.43,116.86,5
